(18.57, 15.46), (18.53, 15.42), [225, 225, 225]
(13.9, 12.89), (13.87, 12.88), [0, 0, 0]
(23.9, 13.79), (23.94, 13.72), [225, 225, 225]
(11.42, 3.51), (11.42, 3.49), [225, 225, 225]
(16.42, 6.55), (16.42, 6.52), [225, 225, 225]
(14.25, 2.34), (14.27, 2.27), [225, 225, 225]
(5.46, 17.24), (5.46, 17.21), [225, 225, 225]
(20.86, 11.5), (20.93, 11.56), [225, 225, 225]
(22.14, 13.51), (22.12, 13.46), [225, 225, 225]
(2.19, 3.43), (2.19, 3.4), [225, 225, 225]
(7.87, 16.75), (7.87, 16.73), [225, 225, 225]
(5.25, 12.87), (5.25, 12.85), [225, 225, 225]
(6.27, 3.92), (6.27, 3.89), [225, 225, 225]
(23.77, 0.31), (23.77, 0.28), [225, 225, 225]
(9.14, 9.29), (9.14, 9.26), [225, 225, 225]
(17.48, 16.97), (17.52, 17.0), [225, 225, 225]
(23.43, 16.35), (23.42, 16.27), [225, 225, 225]
(12.22, 16.92), (12.22, 17.0), [225, 225, 225]
(6.3, 5.3), (6.3, 5.28), [225, 225, 225]
(13.06, 0.72), (13.06, 0.69), [225, 225, 225]
(1.2, 18.68), (1.2, 18.65), [225, 225, 225]
(13.38, 8.73), (13.53, 8.75), [225, 225, 225]
(2.84, 13.01), (2.84, 12.98), [225, 225, 225]
(21.45, 17.16), (21.45, 17.24), [225, 225, 225]
(3.3, 8.94), (3.3, 9.02), [225, 225, 225]
(23.22, 13.7), (23.26, 13.65), [225, 225, 225]
(16.86, 3.81), (16.78, 3.84), [225, 225, 225]
(17.61, 7.88), (17.45, 7.96), [225, 225, 225]
(13.87, 11.23), (13.9, 11.23), [0, 0, 0]
(21.13, 15.71), (21.15, 15.66), [225, 225, 225]
(7.87, 15.5), (7.87, 15.48), [225, 225, 225]
(14.38, 13.7), (14.38, 13.65), [0, 0, 0]
(16.79, 4.33), (16.73, 4.46), [0, 0, 0]
(15.52, 9.36), (15.41, 9.41), [0, 0, 0]
(2.62, 15.91), (2.62, 15.88), [225, 225, 225]
(15.64, 5.2), (15.6, 5.27), [225, 225, 225]
(0.65, 8.61), (0.65, 8.59), [225, 225, 225]
(3.3, 3.4), (3.3, 3.38), [225, 225, 225]
(9.75, 12.09), (9.75, 12.06), [225, 225, 225]
(4.78, 5.11), (4.78, 5.09), [225, 225, 225]
(21.15, 10.02), (21.13, 9.94), [225, 225, 225]
(5.84, 8.69), (5.88, 8.73), [225, 225, 225]
(4.78, 3.24), (4.78, 3.21), [225, 225, 225]
(3.86, 17.24), (3.86, 17.21), [225, 225, 225]
(8.18, 5.6), (8.18, 5.58), [225, 225, 225]
(1.51, 13.12), (1.51, 13.09), [225, 225, 225]
(20.48, 12.82), (20.57, 12.79), [225, 225, 225]
(2.81, 16.1), (2.81, 16.07), [225, 225, 225]
(8.3, 0.77), (8.3, 0.75), [225, 225, 225]
(21.48, 2.59), (21.48, 2.56), [225, 225, 225]
(16.78, 19.09), (16.86, 19.05), [225, 225, 225]
(7.44, 1.18), (7.44, 1.15), [225, 225, 225]
(6.05, 2.89), (6.05, 2.86), [225, 225, 225]
(16.82, 1.76), (16.76, 1.71), [225, 225, 225]
(14.54, 0.74), (14.6, 0.72), [225, 225, 225]
(17.43, 16.45), (17.38, 16.38), [225, 225, 225]
(14.75, 12.13), (14.81, 12.12), [0, 0, 0]
(22.5, 3.76), (22.5, 3.73), [225, 225, 225]
(10.4, 6.57), (10.4, 6.46), [0, 0, 0]
(3.74, 10.87), (3.73, 10.95), [225, 225, 225]
(2.62, 18.11), (2.62, 18.08), [225, 225, 225]
(14.55, 13.41), (14.52, 13.4), [0, 0, 0]
(15.39, 14.26), (15.35, 14.22), [225, 225, 225]
(1.85, 6.12), (1.85, 6.09), [225, 225, 225]
(24.85, 8.78), (24.85, 8.75), [225, 225, 225]
(16.64, 16.75), (16.63, 16.67), [225, 225, 225]
(17.68, 17.47), (17.75, 17.52), [225, 225, 225]
(7.87, 12.9), (7.87, 12.87), [225, 225, 225]
(20.3, 12.07), (20.19, 11.97), [0, 0, 0]
(0.99, 15.99), (0.99, 15.97), [225, 225, 225]
(21.32, 12.97), (21.22, 12.91), [225, 225, 225]
(10.4, 0.42), (10.4, 0.39), [225, 225, 225]
(0.12, 7.45), (0.12, 7.42), [225, 225, 225]
(5.71, 1.37), (5.71, 1.34), [225, 225, 225]
(6.17, 17.08), (6.17, 17.05), [225, 225, 225]
(24.27, 13.95), (24.25, 13.94), [225, 225, 225]
(10.34, 0.12), (10.34, 0.09), [225, 225, 225]
(19.02, 10.16), (18.94, 10.13), [225, 225, 225]
(9.19, 6.62), (9.14, 6.78), [225, 225, 225]
(1.33, 14.77), (1.33, 14.75), [225, 225, 225]
(0.0, 3.21), (0, 3.19), [225, 225, 225]
(10.34, 13.85), (10.34, 13.82), [225, 225, 225]
(0.31, 18.03), (0.31, 18.0), [225, 225, 225]
(3.02, 5.06), (3.02, 5.03), [225, 225, 225]
(18.38, 10.59), (18.28, 10.52), [0, 0, 0]
(20.65, 11.65), (20.59, 11.63), [225, 225, 225]
(3.24, 2.4), (3.24, 2.37), [225, 225, 225]
(11.74, 10.47), (11.78, 10.58), [0, 0, 0]
(10.96, 3.02), (10.96, 3.0), [225, 225, 225]
(22.72, 1.94), (22.72, 1.91), [225, 225, 225]
(11.32, 5.14), (11.21, 5.17), [225, 225, 225]
(2.93, 14.96), (2.93, 14.94), [225, 225, 225]
(16.5, 12.84), (16.53, 12.83), [0, 0, 0]
(17.52, 6.05), (17.55, 6.05), [225, 225, 225]
(7.65, 19.14), (7.65, 19.11), [225, 225, 225]
(1.27, 19.11), (1.27, 19.09), [225, 225, 225]
(16.85, 17.68), (16.91, 17.69), [225, 225, 225]
(11.23, 9.43), (11.23, 9.4), [225, 225, 225]
(18.53, 18.8), (18.63, 18.8), [225, 225, 225]
(11.05, 17.0), (11.05, 16.97), [225, 225, 225]
(22.84, 5.39), (22.84, 5.36), [225, 225, 225]
(12.47, 0.85), (12.47, 0.83), [225, 225, 225]
(21.56, 15.54), (21.59, 15.49), [225, 225, 225]
(0.43, 6.99), (0.43, 6.96), [225, 225, 225]
(15.53, 17.83), (15.59, 17.82), [225, 225, 225]
(10.93, 6.28), (11.05, 6.2), [225, 225, 225]
(24.57, 9.13), (24.57, 9.1), [225, 225, 225]
(0.59, 18.3), (0.59, 18.27), [225, 225, 225]
(3.89, 10.81), (3.89, 10.89), [225, 225, 225]
(12.5, 2.78), (12.5, 2.75), [225, 225, 225]
(15.9, 3.35), (15.9, 3.32), [225, 225, 225]
(4.78, 19.14), (4.78, 19.11), [225, 225, 225]
(12.19, 19.25), (12.19, 19.22), [225, 225, 225]
(23.73, 7.39), (23.73, 7.37), [225, 225, 225]
(21.9, 18.31), (21.93, 18.31), [225, 225, 225]
(24.85, 9.56), (24.85, 9.54), [225, 225, 225]
(4.72, 3.49), (4.72, 3.46), [225, 225, 225]
(13.75, 1.97), (13.72, 2.05), [225, 225, 225]
(24.97, 12.25), (24.97, 12.22), [225, 225, 225]
(11.55, 10.97), (11.47, 11.12), [0, 0, 0]
(2.59, 9.02), (2.59, 8.99), [225, 225, 225]
(10.53, 7.0), (10.58, 6.84), [0, 0, 0]
(1.73, 4.71), (1.73, 4.68), [225, 225, 225]
(10.03, 17.24), (10.03, 17.21), [225, 225, 225]
(4.23, 7.64), (4.23, 7.61), [225, 225, 225]
(12.24, 10.72), (12.2, 10.76), [0, 0, 0]
(5.65, 0.75), (5.65, 0.72), [225, 225, 225]
(4.23, 17.51), (4.23, 17.49), [225, 225, 225]
(20.28, 7.72), (20.28, 7.69), [225, 225, 225]
(19.91, 4.14), (19.9, 4.11), [225, 225, 225]
(19.78, 5.45), (19.85, 5.51), [225, 225, 225]
(9.63, 18.65), (9.63, 18.62), [225, 225, 225]
(9.17, 5.82), (9.17, 5.79), [225, 225, 225]
(5.03, 15.88), (5.03, 15.86), [225, 225, 225]
(24.58, 12.3), (24.55, 12.28), [225, 225, 225]
(8.64, 15.04), (8.64, 15.02), [225, 225, 225]
(4.75, 3.16), (4.75, 3.13), [225, 225, 225]
(23.61, 6.74), (23.61, 6.71), [225, 225, 225]
(22.75, 0.15), (22.75, 0.12), [225, 225, 225]
(0.31, 4.9), (0.31, 4.87), [225, 225, 225]
(8.36, 16.86), (8.36, 16.83), [225, 225, 225]
(4.63, 13.36), (4.63, 13.33), [225, 225, 225]
(3.02, 4.14), (3.02, 4.11), [225, 225, 225]
(24.32, 16.13), (24.32, 16.1), [225, 225, 225]
(6.88, 2.35), (6.88, 2.32), [225, 225, 225]
(4.43, 10.95), (4.52, 10.97), [225, 225, 225]
(9.88, 3.49), (9.88, 3.46), [225, 225, 225]
(14.89, 4.59), (14.86, 4.58), [225, 225, 225]
(0.03, 2.86), (0.03, 2.84), [225, 225, 225]
(5.83, 17.62), (5.83, 17.59), [225, 225, 225]
(6.26, 11.22), (6.27, 11.14), [225, 225, 225]
(6.9, 11.94), (6.93, 11.83), [225, 225, 225]
(21.79, 2.54), (21.79, 2.51), [225, 225, 225]
(10.83, 14.5), (10.83, 14.47), [225, 225, 225]
(6.47, 12.32), (6.56, 12.32), [225, 225, 225]
(17.6, 11.14), (17.65, 11.16), [0, 0, 0]
(22.01, 19.25), (22.01, 19.22), [225, 225, 225]
(23.8, 6.74), (23.8, 6.71), [225, 225, 225]
(19.83, 3.72), (19.8, 3.71), [225, 225, 225]
(5.99, 13.9), (5.99, 13.88), [225, 225, 225]
(23.55, 7.07), (23.55, 7.04), [225, 225, 225]
(19.97, 18.03), (19.91, 18.05), [225, 225, 225]
(8.18, 16.43), (8.18, 16.4), [225, 225, 225]
(18.29, 16.34), (18.32, 16.38), [225, 225, 225]
(11.54, 15.86), (11.73, 15.88), [225, 225, 225]
(15.6, 4.72), (15.57, 4.77), [225, 225, 225]
(8.27, 5.68), (8.27, 5.66), [225, 225, 225]
(21.73, 7.83), (21.73, 7.8), [225, 225, 225]
(5.77, 7.23), (5.77, 7.2), [225, 225, 225]
(5.15, 5.11), (5.15, 5.09), [225, 225, 225]
(18.05, 7.43), (18.06, 7.54), [225, 225, 225]
(20.99, 3.3), (20.99, 3.27), [225, 225, 225]
(0.93, 13.66), (0.93, 13.63), [225, 225, 225]
(12.57, 15.86), (12.56, 15.99), [225, 225, 225]
(12.69, 12.35), (12.75, 12.34), [0, 0, 0]
(23.95, 18.65), (23.95, 18.62), [225, 225, 225]
(20.07, 17.25), (20.11, 17.21), [225, 225, 225]
(10.4, 18.52), (10.4, 18.49), [225, 225, 225]
(5.22, 17.05), (5.22, 17.02), [225, 225, 225]
(16.51, 18.39), (16.45, 18.4), [225, 225, 225]
(2.59, 11.82), (2.59, 11.79), [225, 225, 225]
(3.02, 19.22), (3.02, 19.19), [225, 225, 225]
(21.7, 14.15), (21.7, 14.07), [225, 225, 225]
(12.68, 17.13), (12.69, 17.21), [225, 225, 225]
(19.1, 16.29), (19.11, 16.26), [225, 225, 225]
(16.58, 18.93), (16.69, 18.89), [225, 225, 225]
(9.72, 12.85), (9.72, 12.82), [225, 225, 225]
(1.64, 6.12), (1.64, 6.09), [225, 225, 225]
(14.04, 6.44), (14.04, 6.42), [225, 225, 225]
(13.39, 6.14), (13.4, 6.12), [225, 225, 225]
(11.51, 2.37), (11.51, 2.35), [225, 225, 225]
(13.46, 6.63), (13.46, 6.61), [225, 225, 225]
(4.48, 18.9), (4.48, 18.87), [225, 225, 225]
(8.27, 4.27), (8.27, 4.25), [225, 225, 225]
(19.33, 8.04), (19.38, 7.97), [225, 225, 225]
(7.87, 14.94), (7.87, 14.91), [225, 225, 225]
(14.03, 13.99), (14.12, 13.96), [0, 0, 0]
(23.21, 1.89), (23.21, 1.86), [225, 225, 225]
(7.19, 13.31), (7.19, 13.28), [225, 225, 225]
(11.48, 18.06), (11.48, 18.03), [225, 225, 225]
(12.35, 0.15), (12.35, 0.12), [225, 225, 225]
(5.83, 7.94), (5.83, 7.91), [225, 225, 225]
(9.52, 8.02), (9.61, 8.04), [0, 0, 0]
(9.8, 6.28), (9.64, 6.36), [0, 0, 0]
(14.61, 9.08), (14.46, 9.09), [225, 225, 225]
(2.62, 11.82), (2.62, 11.79), [225, 225, 225]
(9.57, 2.73), (9.57, 2.7), [225, 225, 225]
(12.01, 15.12), (12.0, 15.1), [0, 0, 0]
(9.35, 18.87), (9.35, 18.84), [225, 225, 225]
(19.66, 8.75), (19.66, 8.72), [225, 225, 225]
(15.5, 7.02), (15.43, 6.97), [225, 225, 225]
(1.67, 8.64), (1.67, 8.61), [225, 225, 225]
(2.01, 9.83), (2.01, 9.81), [225, 225, 225]
(8.24, 18.87), (8.24, 18.84), [225, 225, 225]
(21.57, 14.3), (21.58, 14.24), [225, 225, 225]
(21.13, 15.76), (21.15, 15.71), [225, 225, 225]
(14.58, 16.98), (14.55, 16.99), [225, 225, 225]
(13.1, 18.77), (13.13, 18.78), [225, 225, 225]
(3.22, 9.58), (3.2, 9.63), [225, 225, 225]
(0.71, 7.18), (0.71, 7.15), [225, 225, 225]
(8.27, 7.5), (8.27, 7.47), [225, 225, 225]
(2.99, 8.99), (2.99, 9.02), [225, 225, 225]
(13.94, 16.2), (13.97, 16.19), [225, 225, 225]
(3.43, 3.89), (3.43, 3.87), [225, 225, 225]
(19.6, 1.02), (19.6, 0.99), [225, 225, 225]
(1.08, 4.57), (1.08, 4.54), [225, 225, 225]
(19.31, 14.71), (19.34, 14.7), [225, 225, 225]
(13.75, 3.65), (13.78, 3.57), [225, 225, 225]
(13.64, 5.13), (13.58, 5.07), [225, 225, 225]
(6.64, 18.95), (6.64, 18.92), [225, 225, 225]
(4.78, 2.16), (4.78, 2.13), [225, 225, 225]
(4.07, 3.87), (4.07, 3.84), [225, 225, 225]
(20.02, 11.5), (19.92, 11.4), [225, 225, 225]
(1.05, 4.95), (1.05, 4.92), [225, 225, 225]
(1.14, 18.08), (1.14, 18.06), [225, 225, 225]
(23.36, 3.76), (23.36, 3.73), [225, 225, 225]
(14.85, 5.77), (14.84, 5.79), [225, 225, 225]
(23.86, 9.59), (23.86, 9.56), [225, 225, 225]
(5.88, 9.22), (5.85, 9.23), [225, 225, 225]
(15.15, 8.1), (15.03, 8.02), [0, 0, 0]
(9.17, 2.62), (9.17, 2.59), [225, 225, 225]
(22.92, 17.34), (23.01, 17.34), [225, 225, 225]
(16.64, 10.45), (16.7, 10.44), [0, 0, 0]
(8.77, 3.46), (8.77, 3.43), [225, 225, 225]
(12.04, 3.78), (12.04, 3.76), [225, 225, 225]
(4.92, 10.21), (4.83, 10.14), [225, 225, 225]
(1.73, 12.36), (1.73, 12.33), [225, 225, 225]
(16.7, 2.33), (16.76, 2.39), [225, 225, 225]
(24.21, 13.98), (24.19, 13.96), [225, 225, 225]
(13.07, 5.3), (12.98, 5.23), [0, 0, 0]
(19.12, 4.3), (18.97, 4.27), [0, 0, 0]
(23.83, 7.5), (23.83, 7.47), [225, 225, 225]
(16.5, 2.73), (16.52, 2.75), [225, 225, 225]
(24.23, 10.38), (24.23, 10.35), [225, 225, 225]
(16.44, 3.82), (16.4, 3.89), [225, 225, 225]
(5.28, 5.82), (5.28, 5.79), [225, 225, 225]
(13.12, 2.65), (13.11, 2.67), [225, 225, 225]
(14.24, 2.1), (14.27, 2.02), [225, 225, 225]
(13.81, 11.59), (13.84, 11.58), [0, 0, 0]
(9.54, 5.55), (9.53, 5.57), [225, 225, 225]
(6.88, 7.18), (6.88, 7.15), [225, 225, 225]
(12.55, 10.55), (12.51, 10.51), [0, 0, 0]
(12.86, 15.06), (12.88, 15.0), [0, 0, 0]
(17.78, 2.77), (17.78, 2.71), [225, 225, 225]
(3.33, 4.65), (3.33, 4.63), [225, 225, 225]
(8.77, 9.1), (8.77, 9.07), [225, 225, 225]
(3.73, 8.73), (3.67, 8.75), [225, 225, 225]
(19.29, 12.02), (19.35, 12.02), [0, 0, 0]
(5.46, 18.24), (5.46, 18.22), [225, 225, 225]
(13.69, 5.36), (13.71, 5.28), [225, 225, 225]
(8.88, 10.96), (8.96, 10.91), [225, 225, 225]
(13.09, 19.3), (13.09, 19.28), [225, 225, 225]
(20.31, 16.18), (20.37, 16.16), [225, 225, 225]
(7.09, 10.69), (7.11, 10.74), [225, 225, 225]
(8.95, 1.32), (8.95, 1.29), [225, 225, 225]
(3.03, 10.2), (3.02, 10.25), [225, 225, 225]
(9.26, 9.75), (9.26, 9.73), [225, 225, 225]
(17.87, 18.6), (17.99, 18.57), [225, 225, 225]
(23.99, 15.99), (23.98, 15.97), [225, 225, 225]
(22.31, 17.8), (22.32, 17.74), [225, 225, 225]
(21.93, 11.62), (22.02, 11.61), [225, 225, 225]
(22.04, 6.04), (22.04, 6.01), [225, 225, 225]
(2.72, 15.61), (2.72, 15.59), [225, 225, 225]
(12.89, 7.37), (12.98, 7.39), [225, 225, 225]
(13.84, 18.28), (13.88, 18.24), [225, 225, 225]
(17.13, 6.23), (17.13, 6.2), [225, 225, 225]
(9.14, 4.54), (9.14, 4.52), [225, 225, 225]
(23.4, 2.75), (23.4, 2.73), [225, 225, 225]
(3.4, 6.52), (3.4, 6.5), [225, 225, 225]
(16.03, 9.15), (15.95, 9.19), [0, 0, 0]
(12.87, 2.21), (12.87, 2.18), [225, 225, 225]
(13.57, 16.72), (13.6, 16.71), [225, 225, 225]
(15.43, 19.19), (15.56, 19.18), [225, 225, 225]
(19.14, 16.75), (19.19, 16.73), [225, 225, 225]
(18.6, 4.75), (18.69, 4.75), [0, 0, 0]
(2.41, 19.22), (2.41, 19.19), [225, 225, 225]
(23.24, 2.73), (23.24, 2.7), [225, 225, 225]
(17.07, 8.54), (17.0, 8.6), [0, 0, 0]
(21.12, 14.53), (21.16, 14.49), [225, 225, 225]
(5.59, 14.2), (5.59, 14.18), [225, 225, 225]
(6.54, 13.25), (6.54, 13.23), [225, 225, 225]
(4.81, 18.33), (4.81, 18.3), [225, 225, 225]
(17.11, 18.21), (17.15, 18.25), [225, 225, 225]
(2.9, 4.41), (2.9, 4.38), [225, 225, 225]
(18.27, 18.36), (18.33, 18.37), [225, 225, 225]
(12.78, 14.27), (12.77, 14.22), [0, 0, 0]
(18.74, 6.9), (18.66, 6.99), [225, 225, 225]
(20.2, 14.79), (20.23, 14.78), [225, 225, 225]
(3.42, 9.13), (3.43, 9.21), [225, 225, 225]
(23.09, 16.23), (23.03, 16.22), [225, 225, 225]
(21.25, 15.05), (21.28, 15.01), [225, 225, 225]
(18.0, 14.04), (18.05, 14.02), [225, 225, 225]
(19.91, 2.84), (19.91, 2.81), [225, 225, 225]
(7.84, 2.75), (7.84, 2.73), [225, 225, 225]
(7.84, 0.26), (7.84, 0.23), [225, 225, 225]
(18.25, 6.64), (18.23, 6.66), [225, 225, 225]
(15.3, 8.92), (15.26, 8.88), [225, 225, 225]
(16.48, 1.37), (16.43, 1.34), [225, 225, 225]
(16.03, 12.97), (16.06, 12.97), [0, 0, 0]
(23.7, 0.75), (23.7, 0.72), [225, 225, 225]
(20.75, 13.04), (20.79, 13.0), [225, 225, 225]
(3.7, 3.11), (3.7, 3.08), [225, 225, 225]
(11.98, 1.07), (11.98, 1.04), [225, 225, 225]
(20.68, 18.51), (20.74, 18.49), [225, 225, 225]
(17.91, 17.46), (17.96, 17.49), [225, 225, 225]
(18.86, 0.88), (18.86, 0.85), [225, 225, 225]
(17.11, 3.63), (17.09, 3.58), [225, 225, 225]
(15.99, 15.3), (15.98, 15.36), [225, 225, 225]
(22.07, 10.99), (22.13, 10.98), [225, 225, 225]
(1.76, 0.04), (1.76, 0.01), [225, 225, 225]
(12.87, 18.28), (12.93, 18.34), [225, 225, 225]
(15.09, 3.7), (15.09, 3.68), [225, 225, 225]
(9.66, 2.54), (9.66, 2.51), [225, 225, 225]
(0.71, 16.16), (0.71, 16.13), [225, 225, 225]
(0.65, 14.45), (0.65, 14.42), [225, 225, 225]
(9.91, 16.18), (9.91, 16.16), [225, 225, 225]
(7.59, 7.18), (7.59, 7.15), [225, 225, 225]
(18.55, 3.51), (18.55, 3.49), [225, 225, 225]
(22.04, 8.64), (22.04, 8.61), [225, 225, 225]
(11.24, 10.56), (11.29, 10.66), [225, 225, 225]
(24.42, 14.04), (24.4, 14.02), [225, 225, 225]
(12.25, 4.16), (12.25, 4.14), [225, 225, 225]
(15.11, 13.72), (15.26, 13.68), [0, 0, 0]
(18.57, 17.52), (18.53, 17.48), [225, 225, 225]
(1.54, 2.35), (1.54, 2.32), [225, 225, 225]
(19.98, 15.14), (20.02, 15.14), [225, 225, 225]
(24.85, 8.26), (24.85, 8.23), [225, 225, 225]
(18.16, 14.0), (18.19, 14.0), [225, 225, 225]
(10.15, 9.45), (10.15, 9.43), [225, 225, 225]
(8.49, 12.28), (8.49, 12.25), [225, 225, 225]
(4.69, 5.33), (4.69, 5.3), [225, 225, 225]
(1.27, 6.8), (1.27, 6.77), [225, 225, 225]
(6.51, 3.16), (6.51, 3.13), [225, 225, 225]
(6.45, 7.94), (6.45, 7.91), [225, 225, 225]
(4.17, 2.05), (4.17, 2.02), [225, 225, 225]
(21.52, 16.82), (21.51, 16.77), [225, 225, 225]
(23.2, 12.15), (23.16, 12.11), [225, 225, 225]
(24.85, 16.59), (24.85, 16.56), [225, 225, 225]
(22.48, 14.61), (22.52, 14.58), [225, 225, 225]
(6.54, 0.2), (6.54, 0.18), [225, 225, 225]
(13.97, 1.45), (13.94, 1.53), [225, 225, 225]
(2.84, 0.58), (2.84, 0.56), [225, 225, 225]
(1.14, 8.26), (1.14, 8.23), [225, 225, 225]
(10.23, 6.82), (10.32, 6.8), [225, 225, 225]
(5.09, 13.52), (5.09, 13.5), [225, 225, 225]
(16.4, 3.16), (16.38, 3.19), [225, 225, 225]
(14.65, 15.55), (14.68, 15.54), [225, 225, 225]
(8.73, 16.97), (8.73, 16.94), [225, 225, 225]
(21.85, 1.34), (21.85, 1.32), [225, 225, 225]
(22.37, 17.95), (22.38, 17.92), [225, 225, 225]
(1.11, 14.88), (1.11, 14.85), [225, 225, 225]
(18.21, 1.86), (18.21, 1.83), [225, 225, 225]
(17.07, 13.2), (17.19, 13.12), [225, 225, 225]
(10.15, 4.22), (10.15, 4.19), [225, 225, 225]
(22.65, 1.23), (22.65, 1.21), [225, 225, 225]
(23.32, 12.62), (23.41, 12.66), [225, 225, 225]
(1.54, 3.73), (1.54, 3.7), [225, 225, 225]
(3.33, 3.65), (3.33, 3.62), [225, 225, 225]
(22.08, 14.58), (22.06, 14.5), [0, 0, 0]
(3.15, 12.02), (3.15, 12.07), [225, 225, 225]
(13.78, 17.26), (13.75, 17.25), [225, 225, 225]
(13.35, 18.7), (13.44, 18.74), [225, 225, 225]
(0.15, 2.18), (0.15, 2.16), [225, 225, 225]
(7.19, 16.56), (7.19, 16.54), [225, 225, 225]
(10.62, 16.45), (10.62, 16.43), [225, 225, 225]
(18.34, 13.63), (18.39, 13.61), [225, 225, 225]
(8.43, 3.35), (8.43, 3.32), [225, 225, 225]
(5.09, 2.84), (5.09, 2.81), [225, 225, 225]
(17.31, 6.58), (17.31, 6.55), [225, 225, 225]
(10.09, 10.3), (10.09, 10.27), [225, 225, 225]
(1.33, 17.19), (1.33, 17.16), [225, 225, 225]
(13.41, 4.16), (13.44, 4.09), [225, 225, 225]
(3.4, 6.23), (3.4, 6.2), [225, 225, 225]
(24.69, 18.38), (24.69, 18.35), [225, 225, 225]
(21.15, 12.96), (21.07, 12.93), [225, 225, 225]
(13.31, 9.74), (13.17, 9.8), [0, 0, 0]
(10.69, 7.48), (10.6, 7.34), [0, 0, 0]
(8.73, 2.67), (8.73, 2.65), [225, 225, 225]
(13.92, 8.24), (13.79, 8.31), [0, 0, 0]
(1.42, 10.38), (1.42, 10.35), [225, 225, 225]
(11.73, 14.72), (11.67, 14.85), [0, 0, 0]
(11.67, 18.38), (11.67, 18.35), [225, 225, 225]
(3.3, 15.99), (3.3, 15.97), [225, 225, 225]
(10.09, 3.84), (10.09, 3.81), [225, 225, 225]
(9.72, 4.0), (9.72, 3.97), [225, 225, 225]
(15.62, 14.82), (15.68, 14.81), [225, 225, 225]
(23.61, 1.15), (23.61, 1.13), [225, 225, 225]
(14.71, 0.3), (14.61, 0.3), [225, 225, 225]
(17.75, 9.3), (17.86, 9.2), [225, 225, 225]
(22.7, 17.58), (22.73, 17.58), [225, 225, 225]
(6.82, 1.48), (6.82, 1.45), [225, 225, 225]
(24.35, 5.87), (24.35, 5.85), [225, 225, 225]
(22.08, 11.53), (22.18, 11.53), [225, 225, 225]
(9.66, 3.65), (9.66, 3.62), [225, 225, 225]
(18.33, 15.1), (18.34, 15.07), [225, 225, 225]
(10.59, 14.09), (10.59, 14.07), [225, 225, 225]
(6.94, 17.87), (6.94, 17.84), [225, 225, 225]
(15.2, 7.09), (15.29, 7.12), [225, 225, 225]
(18.73, 4.53), (18.8, 4.53), [0, 0, 0]
(10.28, 6.22), (10.34, 6.15), [0, 0, 0]
(22.07, 1.51), (22.07, 1.48), [225, 225, 225]
(15.25, 11.44), (15.3, 11.41), [0, 0, 0]
(21.05, 2.18), (21.05, 2.16), [225, 225, 225]
(12.13, 13.64), (12.06, 13.76), [225, 225, 225]
(4.1, 6.09), (4.1, 6.06), [225, 225, 225]
(22.04, 2.1), (22.04, 2.08), [225, 225, 225]
(19.43, 6.63), (19.46, 6.77), [0, 0, 0]
(23.8, 4.44), (23.8, 4.41), [225, 225, 225]
(4.17, 19.22), (4.17, 19.19), [225, 225, 225]
(23.77, 8.29), (23.77, 8.26), [225, 225, 225]
(17.66, 1.75), (17.65, 1.73), [225, 225, 225]
(1.33, 12.03), (1.33, 12.01), [225, 225, 225]
(11.07, 7.89), (11.09, 7.79), [225, 225, 225]
(17.18, 11.94), (17.21, 11.93), [0, 0, 0]
(22.59, 18.54), (22.59, 18.52), [225, 225, 225]
(8.27, 9.1), (8.27, 9.07), [225, 225, 225]
(0.46, 13.12), (0.46, 13.09), [225, 225, 225]
(7.59, 6.25), (7.59, 6.23), [225, 225, 225]
(7.07, 17.78), (7.07, 17.76), [225, 225, 225]
(4.79, 9.39), (4.78, 9.33), [225, 225, 225]
(13.59, 1.13), (13.58, 1.15), [225, 225, 225]
(15.11, 0.07), (15.07, 0.04), [225, 225, 225]
(20.49, 8.21), (20.49, 8.18), [225, 225, 225]
(14.95, 5.39), (14.99, 5.35), [225, 225, 225]
(15.57, 7.36), (15.66, 7.39), [225, 225, 225]
(18.92, 12.89), (18.98, 12.88), [225, 225, 225]
(11.02, 14.64), (11.01, 14.66), [225, 225, 225]
(16.76, 4.06), (16.63, 4.18), [225, 225, 225]
(22.53, 7.91), (22.53, 7.88), [225, 225, 225]
(21.08, 14.88), (21.08, 14.85), [225, 225, 225]
(5.62, 18.06), (5.62, 18.03), [225, 225, 225]
(11.05, 16.48), (11.05, 16.45), [225, 225, 225]
(6.27, 18.76), (6.27, 18.73), [225, 225, 225]
(21.58, 16.14), (21.57, 16.09), [225, 225, 225]
(0.71, 0.83), (0.71, 0.8), [225, 225, 225]
(2.72, 7.26), (2.72, 7.23), [225, 225, 225]
(2.22, 11.92), (2.22, 11.9), [225, 225, 225]
(12.84, 3.35), (12.83, 3.38), [225, 225, 225]
(0.46, 15.53), (0.46, 15.5), [225, 225, 225]
(7.84, 11.6), (7.84, 11.57), [225, 225, 225]
(8.09, 1.91), (8.09, 1.89), [225, 225, 225]
(13.06, 10.58), (12.99, 10.59), [0, 0, 0]
(24.72, 17.54), (24.72, 17.51), [225, 225, 225]
(0.77, 16.7), (0.77, 16.67), [225, 225, 225]
(23.95, 15.88), (23.95, 15.86), [225, 225, 225]
(12.19, 11.21), (12.25, 11.2), [0, 0, 0]
